date,sentiment_financial,oil_relevance_financial,news_count_financial,positive_prob_financial,neutral_prob_financial,negative_prob_financial
2024-10-28,-0.3719806403387338,1.75,8,0.2478367534931749,0.13234585500322282,0.6198173938319087
2024-10-29,0.3943103585126145,1.8571428571428572,7,0.54443554500384,0.30543925959084717,0.15012518649122544
2024-10-30,-0.24654727367063364,1.6666666666666667,6,0.24505061454450092,0.26335150841623545,0.49159788821513456
2024-10-31,-0.11287710890173912,1.8,5,0.36510946303606034,0.1569039963185787,0.4779865719377995
2024-11-01,0.3170156193897128,1.6,5,0.5038414798676968,0.3093326799571514,0.18682586047798394
2024-11-03,-0.19562580436468124,1.0,1,0.08844444900751114,0.6274852752685547,0.2840702533721924
2024-11-04,-0.18943331763148308,1.5,4,0.3115222565829754,0.1875221636146307,0.5009555742144585
2024-11-05,-0.21484444507708153,1.6666666666666667,6,0.32931044992680353,0.12653465615585446,0.544154895003885
2024-11-06,0.03877046294510365,2.0,10,0.36711199693381785,0.3045464664697647,0.32834153398871424
2024-11-07,0.6348074769290785,1.8333333333333333,6,0.680323156217734,0.2741611525416374,0.04551567928865552
2024-11-08,-0.30849681310355664,2.2,5,0.14090006574988365,0.40970305129885676,0.44939687885344026
2024-11-09,-0.948089306242764,2.0,1,0.012217874638736248,0.027475005015730858,0.9603071808815002
2024-11-10,-0.946948928758502,1.0,1,0.0175603199750185,0.017930397763848305,0.9645092487335205
2024-11-11,-0.38467136823705267,1.8571428571428572,7,0.18295873568526336,0.24941117422921316,0.567630103922316
2024-11-12,0.10047551337629557,1.7142857142857142,7,0.4906104141846299,0.11925469205847808,0.39013490080833435
2024-11-13,0.23206275395516837,1.7142857142857142,7,0.45372912287712097,0.3246045189776591,0.2216663689219526
2024-11-14,-0.5708656650967896,1.5,12,0.14587647879185775,0.1373813602452477,0.7167421438886473
2024-11-15,-0.9274539821781218,1.8,5,0.014555228408426046,0.043435557186603545,0.9420092105865479
2024-11-18,-0.2444568371089796,1.5,6,0.340445423964411,0.07465232163667679,0.5849022610733906
2024-11-19,-0.47604307532310486,1.0,1,0.20137950778007507,0.12119781970977783,0.6774225831031799
2024-11-20,0.018131101154722273,1.75,8,0.3765813852660358,0.2649683221243322,0.3584502841113135
2024-11-21,0.15411996096372604,1.6,5,0.34460857808589934,0.4649027928709984,0.1904886171221733
2024-11-22,-0.05504852859303355,2.0,4,0.43008595146238804,0.08477959083393216,0.4851344800554216
2024-11-23,-0.23843543231487274,1.0,1,0.14090804755687714,0.4797484576702118,0.3793434798717499
2024-11-24,0.778313685208559,2.0,2,0.8009109199047089,0.17649188451468945,0.022597234696149826
2024-11-25,-0.14229733000199,1.6666666666666667,3,0.17971480637788773,0.4982731317480405,0.32201213637987774
2024-11-26,-0.03901029905925194,1.5833333333333333,12,0.28182700540249545,0.3973357036399345,0.3208373044617474
