date,OilPrice,RealInterestRate,CPI,DollarIndex,VIX,IndustryProduction,CPE,OilInventories,OPECProduction,OilProduction,TreasuryYield,FedFundsRate,oil_diff_target,oil_diff_lag1,oil_diff_lag5,oil_volatility_5,oil_volatility_20,MA_5,MA_20,MA_ratio,MA_5_gt_MA_20,oil_momentum_5,oil_momentum_20,TermSpread_inversion,vix_high,is_monday,is_friday
2007-03-06,0.6099999999999994,0.0,0.0,-0.15930000000000177,-3.669999999999998,0.0,0.0,0.0,0.0,0.0,0.020000000000000462,0.0,1.1900000000000048,-1.5300000000000011,0.05000000000000426,0.8478797084492594,1.0660861770242145,61.208000000000006,59.7755,1.0239646677986802,1,-0.8000000000000043,1.9699999999999989,1,0,0,0
2007-03-07,1.1900000000000048,0.0,0.0,-0.05649999999999977,-0.7200000000000006,0.0,0.0,0.0,0.0,0.0,-0.03000000000000025,0.0,-0.21999999999999886,0.6099999999999994,0.3200000000000003,1.0387877550298734,1.093613517800411,61.222,59.9225,1.0216863448621136,1,0.07000000000000028,2.940000000000005,1,0,0,0
2007-03-08,-0.21999999999999886,0.0,0.0,0.11730000000000018,-0.9500000000000011,0.0,0.0,0.0,0.0,0.0,0.009999999999999787,0.0,-1.5700000000000003,1.1900000000000048,0.18999999999999773,1.0376030069347355,1.0539669424557272,61.153999999999996,60.11650000000001,1.0172581570783394,1,-0.3399999999999963,3.8800000000000026,1,0,0,0
2007-03-09,-1.5700000000000003,0.0,0.0,-0.11719999999999686,-0.1999999999999993,0.0,0.0,1180.0,0.0,-49.0,0.08000000000000007,0.0,-1.1200000000000045,-0.21999999999999886,-0.39000000000000057,1.2430124697685079,1.0331123136579003,60.85,60.1315,1.0119488121866242,1,-1.519999999999996,0.30000000000000426,1,0,0,1
2007-03-12,-1.1200000000000045,0.0,0.0,-0.15460000000000207,-0.09999999999999964,0.0,0.0,0.0,0.0,0.0,-0.03000000000000025,0.0,-0.9099999999999966,-1.5700000000000003,-1.5300000000000011,1.1521154456043052,1.0634026815641835,60.628,60.0855,1.0090288006257748,1,-1.1099999999999994,-0.9200000000000017,1,0,1,0
2007-03-13,-0.9099999999999966,0.0,0.0,-0.08100000000000307,4.139999999999999,0.0,0.0,0.0,0.0,0.0,-0.05999999999999961,0.0,0.11999999999999744,-1.1200000000000045,0.6099999999999994,1.0756997722413102,0.9717714426973589,60.102,60.099000000000004,1.0000499176359006,1,-2.6299999999999955,0.2700000000000031,1,0,0,0
2007-03-14,0.11999999999999744,0.0,0.0,0.05559999999999832,-0.8599999999999994,0.0,0.0,0.0,0.0,0.0,0.03000000000000025,0.0,-0.6299999999999955,-0.9099999999999966,1.1900000000000048,0.6841417981676029,0.9301288818449337,59.362,60.05749999999999,0.9884194313782627,0,-3.700000000000003,-0.8299999999999983,1,0,0,0
2007-03-15,-0.6299999999999955,0.0,0.0,-0.028299999999987335,-0.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.009999999999999787,0.0,-0.46000000000000085,0.11999999999999744,-0.21999999999999886,0.6285459410417038,0.9147067404652887,58.54,60.03349999999999,0.9751222234252543,0,-4.109999999999999,-0.4799999999999969,1,0,0,0
2007-03-16,-0.46000000000000085,0.0,0.0,-0.20690000000000452,0.35999999999999943,0.0,0.0,3924.0,0.0,17.0,0.009999999999999787,0.0,-0.4100000000000037,-0.6299999999999955,-1.5700000000000003,0.47576254581461197,0.9198632621496702,57.94,59.99050000000001,0.9658195881014492,0,-3.0,-0.8599999999999994,1,0,0,1
2007-03-19,-0.4100000000000037,0.0,0.0,0.06550000000000011,-2.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.03000000000000025,0.0,-0.240000000000002,-0.46000000000000085,-1.1200000000000045,0.37758442764499595,0.8515513706419046,57.48199999999999,59.854,0.9603702342366424,0,-2.289999999999999,-2.730000000000004,1,0,1,0
2007-03-20,-0.240000000000002,0.0,0.0,-0.307699999999997,-1.3200000000000003,0.0,0.0,0.0,0.0,0.0,-0.020000000000000462,0.0,0.5700000000000003,-0.4100000000000037,-0.9099999999999966,0.2844819853699001,0.8240431452679883,57.157999999999994,59.758500000000005,0.9564831781252875,0,-1.6200000000000045,-1.9100000000000037,1,0,0,0
2007-03-21,0.5700000000000003,0.0,0.0,-0.17900000000000205,-1.08,0.0,0.0,0.0,0.0,0.0,-0.02999999999999936,0.0,3.230000000000004,-0.240000000000002,0.11999999999999744,0.47045722441046733,0.7930613568882768,56.924,59.6375,0.9545001047998323,0,-1.1700000000000017,-2.4200000000000017,0,0,0,0
2007-03-22,3.230000000000004,0.0,0.0,-0.2301999999999964,0.7400000000000002,0.0,0.0,0.0,0.0,0.0,0.0699999999999994,0.0,0.8599999999999994,0.5700000000000003,-0.6299999999999955,1.5610797545288997,1.0736326677514803,57.462,59.634,0.9635778247308583,0,2.6899999999999977,-0.07000000000000028,0,0,0,0
2007-03-23,0.8599999999999994,0.0,0.0,0.17689999999998918,0.019999999999999574,0.0,0.0,-846.0,0.0,-17.0,0.020000000000000462,0.0,0.7000000000000028,3.230000000000004,-0.46000000000000085,1.4583449523346697,1.0908638537271382,58.263999999999996,59.673500000000004,0.9763798000787618,0,4.009999999999998,0.7899999999999991,0,0,0,1
2007-03-26,0.7000000000000028,0.0,0.0,-0.016899999999992588,0.21000000000000085,0.0,0.0,0.0,0.0,0.0,-0.020000000000000462,0.0,1.2099999999999937,0.8599999999999994,-0.4100000000000037,1.3040437109238352,1.0723196695408572,59.288,59.6915,0.9932402435857701,0,5.1200000000000045,0.36000000000000654,0,0,1,0
2007-03-27,1.2099999999999937,0.0,0.0,-0.09350000000000591,0.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.020000000000000462,0.0,1.1300000000000026,0.7000000000000028,-0.240000000000002,1.0975563766841343,1.1050144080984943,60.602,59.7675,1.0139624377797298,1,6.57,1.519999999999996,0,0,0,0
2007-03-28,1.1300000000000026,0.0,0.0,0.03360000000000696,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9899999999999949,1.2099999999999937,0.5700000000000003,1.0290918326369154,1.129011094999328,62.028,59.88399999999999,1.0358025515997595,1,7.130000000000003,2.3299999999999983,0,0,0,0
